Text,Form,Topic Category,Rank,Type,Theme,Frequency,Mentions,Sense ID
the problem with modern women is 4s think they are 14s and they deserve the top 1% of men instead of a good man,14s,time expression,2,,,,14s,-
the problem with modern women is 4s think they are 14s and they deserve the top 1% of men instead of a good man,the top 1% of men instead of a good man,quantity expression,1,,,,the top 1% of men instead of a good man,-
"Women today do not know what a woman is supposed to be, they are to busy trying to be like men.",woman,concept,1,Top>Person,,2,"Women, woman",5eb64faa83
"Women today do not know what a woman is supposed to be, they are to busy trying to be like men.",today,time expression,1,,,,today,-
"Media has taught women that they have been steamrolled for years and they must dominate. They honestly feel that they are everything and men should fight to the death just to be in there presence. In short...they are full of themselves and see themselves as an object that all men desire. This of course is a generalization. I know wonderful women that absolutely deserve to be treated like a queen. BUT they are always married, and happily married I might add. Women are like parking spots at Walmart. All the good ones are taken and all that is left is the handicapped.","Wal-Mart Stores, Inc.",entity,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>RetailingCompany,,1,Walmart,165e4de201
"Media has taught women that they have been steamrolled for years and they must dominate. They honestly feel that they are everything and men should fight to the death just to be in there presence. In short...they are full of themselves and see themselves as an object that all men desire. This of course is a generalization. I know wonderful women that absolutely deserve to be treated like a queen. BUT they are always married, and happily married I might add. Women are like parking spots at Walmart. All the good ones are taken and all that is left is the handicapped.",woman,concept,1,Top>Person,,3,"women, women, Women",5eb64faa83
"Media has taught women that they have been steamrolled for years and they must dominate. They honestly feel that they are everything and men should fight to the death just to be in there presence. In short...they are full of themselves and see themselves as an object that all men desire. This of course is a generalization. I know wonderful women that absolutely deserve to be treated like a queen. BUT they are always married, and happily married I might add. Women are like parking spots at Walmart. All the good ones are taken and all that is left is the handicapped.",man,concept,2,Top>Person,,2,"men, men",20a218cbdf
Never go to Hawaii with a woman who forgets her bi-polar meds .,Hawaii,entity,1,Top>Location>GeoPoliticalEntity>Adm1,,1,Hawaii,ae1e5372d0
Never go to Hawaii with a woman who forgets her bi-polar meds .,woman,concept,1,Top>Person,,1,woman,5eb64faa83
Never go to Hawaii with a woman who forgets her bi-polar meds .,drug,concept,2,Top>Product>Substance>Drug,Top>LifeSciences>Pharmacology,1,meds,0f803ea2c5
Never go to Hawaii with a woman who forgets her bi-polar meds .,medicine,concept,3,Top>OtherEntity>Doctrine>Academic,Top>LifeSciences>Medicine,1,meds,e839e561e0
If you think 22-32 can pass quickly----wait until you are 60 and al of a sudden you're 80! A lifetime passes so very quickly it's unimaginable!,Al,entity,1,Top>Person>FirstName,,1,al,b3b2630632
The guest is a feminist as well with her high status requirements. Their isn't enough top 5-10% chads to go around.,guest,concept,1,Top>Person,Top>Society>Gastronomy,1,guest,042f54b81b
The guest is a feminist as well with her high status requirements. Their isn't enough top 5-10% chads to go around.,guest,concept,2,Top>Person,,1,guest,fc967bad68
The guest is a feminist as well with her high status requirements. Their isn't enough top 5-10% chads to go around.,high,concept,3,Top,Top>Arts>Music,1,high,20b86b5130
The guest is a feminist as well with her high status requirements. Their isn't enough top 5-10% chads to go around.,enough top 5-10%,quantity expression,1,,,,enough top 5-10%,-
"On Thanksgiving the topic came up at the table why I'm not married yet(40, and very stable), because my mom really wants grandchildren, and it's next to impossible to explain to a table of elders that modern women are just intolerable.",stable,concept,1,Top>Location>Facility,Top>Technology>Agriculture,1,stable,2afbc658dd
"On Thanksgiving the topic came up at the table why I'm not married yet(40, and very stable), because my mom really wants grandchildren, and it's next to impossible to explain to a table of elders that modern women are just intolerable.",stable,concept,2,Top>Location>Facility,,1,stable,d7dd983c70
"On Thanksgiving the topic came up at the table why I'm not married yet(40, and very stable), because my mom really wants grandchildren, and it's next to impossible to explain to a table of elders that modern women are just intolerable.",mother,concept,3,Top>Person,,1,mom,d48105c513
"On Thanksgiving the topic came up at the table why I'm not married yet(40, and very stable), because my mom really wants grandchildren, and it's next to impossible to explain to a table of elders that modern women are just intolerable.",elder,concept,4,Top>OtherEntity>Title,,1,elders,a5f1fcf30b
"On Thanksgiving the topic came up at the table why I'm not married yet(40, and very stable), because my mom really wants grandchildren, and it's next to impossible to explain to a table of elders that modern women are just intolerable.",woman,concept,5,Top>Person,,1,women,5eb64faa83
"On a single sheet of paper, define yourself in two ways: 1) Who do you credibly intend to be as a person? 2) What do you credibly intend to do with your life, in general terms? If you do this well, and live out your life in accord with your personal mission statement, you will have plenty of opportunities with other quality people. Choose wisdom. Choose honor. Choose integrity.",person,concept,1,Top>Person,,1,person,cf33ac9c72
"On a single sheet of paper, define yourself in two ways: 1) Who do you credibly intend to be as a person? 2) What do you credibly intend to do with your life, in general terms? If you do this well, and live out your life in accord with your personal mission statement, you will have plenty of opportunities with other quality people. Choose wisdom. Choose honor. Choose integrity.",accord,concept,2,Top>OtherEntity>Rule,Top>SocialSciences>Law,1,accord,7467bd44af
"On a single sheet of paper, define yourself in two ways: 1) Who do you credibly intend to be as a person? 2) What do you credibly intend to do with your life, in general terms? If you do this well, and live out your life in accord with your personal mission statement, you will have plenty of opportunities with other quality people. Choose wisdom. Choose honor. Choose integrity.",statement,concept,3,Top,Top>SocialSciences>Law,1,statement,15191565ab
"On a single sheet of paper, define yourself in two ways: 1) Who do you credibly intend to be as a person? 2) What do you credibly intend to do with your life, in general terms? If you do this well, and live out your life in accord with your personal mission statement, you will have plenty of opportunities with other quality people. Choose wisdom. Choose honor. Choose integrity.",occasion,concept,4,Top>Event>Occasion,,1,opportunities,ff4684e54e
"On a single sheet of paper, define yourself in two ways: 1) Who do you credibly intend to be as a person? 2) What do you credibly intend to do with your life, in general terms? If you do this well, and live out your life in accord with your personal mission statement, you will have plenty of opportunities with other quality people. Choose wisdom. Choose honor. Choose integrity.",people,concept,5,Top>Person,,1,people,0e4a93483a
"On a single sheet of paper, define yourself in two ways: 1) Who do you credibly intend to be as a person? 2) What do you credibly intend to do with your life, in general terms? If you do this well, and live out your life in accord with your personal mission statement, you will have plenty of opportunities with other quality people. Choose wisdom. Choose honor. Choose integrity.",two ways,quantity expression,1,,,,two ways,-
Modern women have this obsession with dressing like prostitutes. Can't watch a video without seeing these sleazy women wearing their tank tops exposing as much flesh as they can. Modern women have lost any and all feminine beauty! A big part of feminine beauty is modesty which is completely lost on the whores that make up the bulk of our society.,woman,concept,1,Top>Person,,3,"women, women, women",5eb64faa83
Modern women have this obsession with dressing like prostitutes. Can't watch a video without seeing these sleazy women wearing their tank tops exposing as much flesh as they can. Modern women have lost any and all feminine beauty! A big part of feminine beauty is modesty which is completely lost on the whores that make up the bulk of our society.,feminine,concept,2,Top,Top>Humanities>Linguistics,2,"feminine, feminine",8db2bc7cf3
Modern women have this obsession with dressing like prostitutes. Can't watch a video without seeing these sleazy women wearing their tank tops exposing as much flesh as they can. Modern women have lost any and all feminine beauty! A big part of feminine beauty is modesty which is completely lost on the whores that make up the bulk of our society.,beauty,concept,3,Top>Person,,2,"beauty, beauty",03466c7f6f
"The Establishment Media is out to break Humanity any way they can, driving people apart and making us easier to control by a tiny elite class of.... aristocrats. Yes, the same old crap has risen once again. IMHO, it is not Marxism that is the foundation of the Left, it is FEAR. Fear of the people all around them. This is why ordinary people are portrayed as dumb, panicky beasts on TV and in movies. This is why CRT is used to kids fear & despise each other AND feel bad about themselves based on the color of their skin. The Establishment is trying to make us see each other the same way they do; monsters. This insanity only gets worse and louder, and making Women & Men repulsive to each other is one of their oldest tricks. It also discourages reproduction, and this kind of Malthusian evil is so near & dear to Leftists that they just go right along with it. A serious problem is right in our faces, and anyone will be lucky to get through the next 5 years alive.",Establishment Media,entity,1,Top,,1,Establishment Media,__9171036930907552124
"The Establishment Media is out to break Humanity any way they can, driving people apart and making us easier to control by a tiny elite class of.... aristocrats. Yes, the same old crap has risen once again. IMHO, it is not Marxism that is the foundation of the Left, it is FEAR. Fear of the people all around them. This is why ordinary people are portrayed as dumb, panicky beasts on TV and in movies. This is why CRT is used to kids fear & despise each other AND feel bad about themselves based on the color of their skin. The Establishment is trying to make us see each other the same way they do; monsters. This insanity only gets worse and louder, and making Women & Men repulsive to each other is one of their oldest tricks. It also discourages reproduction, and this kind of Malthusian evil is so near & dear to Leftists that they just go right along with it. A serious problem is right in our faces, and anyone will be lucky to get through the next 5 years alive.",Cognitive Retention Therapy,entity,2,Top>OtherEntity>MethodSystem,Top>SocialSciences>Psychology,1,CRT,3c83984c78
"The Establishment Media is out to break Humanity any way they can, driving people apart and making us easier to control by a tiny elite class of.... aristocrats. Yes, the same old crap has risen once again. IMHO, it is not Marxism that is the foundation of the Left, it is FEAR. Fear of the people all around them. This is why ordinary people are portrayed as dumb, panicky beasts on TV and in movies. This is why CRT is used to kids fear & despise each other AND feel bad about themselves based on the color of their skin. The Establishment is trying to make us see each other the same way they do; monsters. This insanity only gets worse and louder, and making Women & Men repulsive to each other is one of their oldest tricks. It also discourages reproduction, and this kind of Malthusian evil is so near & dear to Leftists that they just go right along with it. A serious problem is right in our faces, and anyone will be lucky to get through the next 5 years alive.",Women & Men,entity,3,Top,,1,Women & Men,__10372328940645264035
"The Establishment Media is out to break Humanity any way they can, driving people apart and making us easier to control by a tiny elite class of.... aristocrats. Yes, the same old crap has risen once again. IMHO, it is not Marxism that is the foundation of the Left, it is FEAR. Fear of the people all around them. This is why ordinary people are portrayed as dumb, panicky beasts on TV and in movies. This is why CRT is used to kids fear & despise each other AND feel bad about themselves based on the color of their skin. The Establishment is trying to make us see each other the same way they do; monsters. This insanity only gets worse and louder, and making Women & Men repulsive to each other is one of their oldest tricks. It also discourages reproduction, and this kind of Malthusian evil is so near & dear to Leftists that they just go right along with it. A serious problem is right in our faces, and anyone will be lucky to get through the next 5 years alive.",Malthusian,entity,4,Top,,1,Malthusian,__13018148825007518888
"The Establishment Media is out to break Humanity any way they can, driving people apart and making us easier to control by a tiny elite class of.... aristocrats. Yes, the same old crap has risen once again. IMHO, it is not Marxism that is the foundation of the Left, it is FEAR. Fear of the people all around them. This is why ordinary people are portrayed as dumb, panicky beasts on TV and in movies. This is why CRT is used to kids fear & despise each other AND feel bad about themselves based on the color of their skin. The Establishment is trying to make us see each other the same way they do; monsters. This insanity only gets worse and louder, and making Women & Men repulsive to each other is one of their oldest tricks. It also discourages reproduction, and this kind of Malthusian evil is so near & dear to Leftists that they just go right along with it. A serious problem is right in our faces, and anyone will be lucky to get through the next 5 years alive.",people,concept,1,Top>Person,,3,"people, people, people",0e4a93483a
"The Establishment Media is out to break Humanity any way they can, driving people apart and making us easier to control by a tiny elite class of.... aristocrats. Yes, the same old crap has risen once again. IMHO, it is not Marxism that is the foundation of the Left, it is FEAR. Fear of the people all around them. This is why ordinary people are portrayed as dumb, panicky beasts on TV and in movies. This is why CRT is used to kids fear & despise each other AND feel bad about themselves based on the color of their skin. The Establishment is trying to make us see each other the same way they do; monsters. This insanity only gets worse and louder, and making Women & Men repulsive to each other is one of their oldest tricks. It also discourages reproduction, and this kind of Malthusian evil is so near & dear to Leftists that they just go right along with it. A serious problem is right in our faces, and anyone will be lucky to get through the next 5 years alive.",the next 5 years,time expression,1,,,,the next 5 years,-
"The Establishment Media is out to break Humanity any way they can, driving people apart and making us easier to control by a tiny elite class of.... aristocrats. Yes, the same old crap has risen once again. IMHO, it is not Marxism that is the foundation of the Left, it is FEAR. Fear of the people all around them. This is why ordinary people are portrayed as dumb, panicky beasts on TV and in movies. This is why CRT is used to kids fear & despise each other AND feel bad about themselves based on the color of their skin. The Establishment is trying to make us see each other the same way they do; monsters. This insanity only gets worse and louder, and making Women & Men repulsive to each other is one of their oldest tricks. It also discourages reproduction, and this kind of Malthusian evil is so near & dear to Leftists that they just go right along with it. A serious problem is right in our faces, and anyone will be lucky to get through the next 5 years alive.",the next 5 years,quantity expression,1,,,,the next 5 years,-
jedediah...what is your take on election fraud?,election,concept,1,Top,Top>Society>Politics,1,election,0a27e42d78
jedediah...what is your take on election fraud?,fraud,concept,2,Top>OtherEntity>Offence,,1,fraud,5c1acb9344
"The problem with EVERYONE, is that the Media tells them what to think, and they're so lazy, that they consent to mental slavery.",media,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>MediaCompany,Top>Society>Media,1,Media,969f8b2f59
"The problem with EVERYONE, is that the Media tells them what to think, and they're so lazy, that they consent to mental slavery.",idle,concept,2,Top>Person,,1,lazy,5f0f28c2c7
"The problem with EVERYONE, is that the Media tells them what to think, and they're so lazy, that they consent to mental slavery.",lazy,concept,3,Top>Person,,1,lazy,96d8d33dce
"The problem with EVERYONE, is that the Media tells them what to think, and they're so lazy, that they consent to mental slavery.",slavery,concept,4,Top,,1,slavery,894268b4d9
"Ladies... men ARE masculine but hide it because it's, as you stated, negatively viewed by society.",lady,concept,1,Top>Person,,1,Ladies,3e8f3ff1de
"Ladies... men ARE masculine but hide it because it's, as you stated, negatively viewed by society.",man,concept,2,Top>Person,,1,men,20a218cbdf
"Ladies... men ARE masculine but hide it because it's, as you stated, negatively viewed by society.",society,concept,3,Top,Top>Society,1,society,578b3d3c5b
"Ladies... men ARE masculine but hide it because it's, as you stated, negatively viewed by society.",society,concept,4,Top,Top>SocialSciences>Sociology,1,society,578b3d3c5b
Women used to subtlely build their men into greatness but now they often browbeat them into submission! :-(,woman,concept,1,Top>Person,,1,Women,5eb64faa83
Women used to subtlely build their men into greatness but now they often browbeat them into submission! :-(,man,concept,2,Top>Person,,1,men,20a218cbdf
Women used to subtlely build their men into greatness but now they often browbeat them into submission! :-(,now,time expression,1,,,,now,-
"Biden's SEC is corrupt too Does it not seem strange google, Amazon, twitter ... were not bothered by the sec: all woke companies but Elon who owns twitter wanting to make it non woke and trump who has truth social non woke are both under attack from the sec",Biden,entity,1,Top>Person,,1,Biden,__10690791334938174583
"Biden's SEC is corrupt too Does it not seem strange google, Amazon, twitter ... were not bothered by the sec: all woke companies but Elon who owns twitter wanting to make it non woke and trump who has truth social non woke are both under attack from the sec",SEC,entity,2,Top>Organization,,1,SEC,__4491212552717710867
"Biden's SEC is corrupt too Does it not seem strange google, Amazon, twitter ... were not bothered by the sec: all woke companies but Elon who owns twitter wanting to make it non woke and trump who has truth social non woke are both under attack from the sec",Amazon,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>RetailingCompany,Top>Technology>Internet,1,Amazon,a9d561b358
"Biden's SEC is corrupt too Does it not seem strange google, Amazon, twitter ... were not bothered by the sec: all woke companies but Elon who owns twitter wanting to make it non woke and trump who has truth social non woke are both under attack from the sec",Elon,entity,4,Top>Location>GeoPoliticalEntity,,1,Elon,cc1ec5b7f1
"Biden's SEC is corrupt too Does it not seem strange google, Amazon, twitter ... were not bothered by the sec: all woke companies but Elon who owns twitter wanting to make it non woke and trump who has truth social non woke are both under attack from the sec",company,concept,1,Top>Organization>Company,Top>SocialSciences>Economy,1,companies,420c1836d7
"I think women watch and listen to too much media and don't live in reality, the knight on the White horse with the 6 figure salary ain't coming, especially to 35 and up women with a kid or kids and single men do not want to deal with women's kids and the trip their on. Life is too short, I'm single in my 50s, never been married, I almost was twice and I thank God it never happened! I would of been miserable, all my friends who got married are divorced and I would watch them fall apart and I was like this is not for me. It was the best decision of my life. I'm totally free and it's beautiful and I don't put up with anyone's bullshit, especially women who think they are a 10 on the outside but are a one on the inside.",woman,concept,1,Top>Person,,4,"women, women, women, women",5eb64faa83
"I think women watch and listen to too much media and don't live in reality, the knight on the White horse with the 6 figure salary ain't coming, especially to 35 and up women with a kid or kids and single men do not want to deal with women's kids and the trip their on. Life is too short, I'm single in my 50s, never been married, I almost was twice and I thank God it never happened! I would of been miserable, all my friends who got married are divorced and I would watch them fall apart and I was like this is not for me. It was the best decision of my life. I'm totally free and it's beautiful and I don't put up with anyone's bullshit, especially women who think they are a 10 on the outside but are a one on the inside.",kid,concept,2,Top>Person,,3,"kid, kids, kids",d9ad0b33c3
"I think women watch and listen to too much media and don't live in reality, the knight on the White horse with the 6 figure salary ain't coming, especially to 35 and up women with a kid or kids and single men do not want to deal with women's kids and the trip their on. Life is too short, I'm single in my 50s, never been married, I almost was twice and I thank God it never happened! I would of been miserable, all my friends who got married are divorced and I would watch them fall apart and I was like this is not for me. It was the best decision of my life. I'm totally free and it's beautiful and I don't put up with anyone's bullshit, especially women who think they are a 10 on the outside but are a one on the inside.",50s,time expression,1,,,,50s,-
"Next episode ""The Problem with Modern Man"" I look forward to seeing how High on the pedestal you put yourself... Humans, You have much to learn, it's embarrassing! Beings from the Billions of other Universes see how dumb carbon units are! UGH! YOUR NOT TRANSCENDING you're transforming.... Men to Women Women into Men & Now Mutilation of the Children! Sick Lot! GREAT! 😖",Modern Man,entity,1,Top,,1,Modern Man,__9113022215470252719
"Next episode ""The Problem with Modern Man"" I look forward to seeing how High on the pedestal you put yourself... Humans, You have much to learn, it's embarrassing! Beings from the Billions of other Universes see how dumb carbon units are! UGH! YOUR NOT TRANSCENDING you're transforming.... Men to Women Women into Men & Now Mutilation of the Children! Sick Lot! GREAT! 😖",High,entity,2,Top>Person>LastName,,1,High,a38753e182
"Next episode ""The Problem with Modern Man"" I look forward to seeing how High on the pedestal you put yourself... Humans, You have much to learn, it's embarrassing! Beings from the Billions of other Universes see how dumb carbon units are! UGH! YOUR NOT TRANSCENDING you're transforming.... Men to Women Women into Men & Now Mutilation of the Children! Sick Lot! GREAT! 😖",man,concept,1,Top>Person,,2,"Men, Men",20a218cbdf
"Next episode ""The Problem with Modern Man"" I look forward to seeing how High on the pedestal you put yourself... Humans, You have much to learn, it's embarrassing! Beings from the Billions of other Universes see how dumb carbon units are! UGH! YOUR NOT TRANSCENDING you're transforming.... Men to Women Women into Men & Now Mutilation of the Children! Sick Lot! GREAT! 😖",woman,concept,2,Top>Person,,2,"Women, Women",5eb64faa83
"Next episode ""The Problem with Modern Man"" I look forward to seeing how High on the pedestal you put yourself... Humans, You have much to learn, it's embarrassing! Beings from the Billions of other Universes see how dumb carbon units are! UGH! YOUR NOT TRANSCENDING you're transforming.... Men to Women Women into Men & Now Mutilation of the Children! Sick Lot! GREAT! 😖",Now,time expression,1,,,,Now,-
Their problem is that modern women want to be entitled women with what they think are men's benefits without having to actually earn anything!,woman,concept,1,Top>Person,,2,"women, women",5eb64faa83
"I don't think that men need to, as you say, ""get in the gym"". I think men just need to be men. And women just need to be women. It's not a competition, just be who you are.

",man,concept,1,Top>Person,,3,"men, men, men",20a218cbdf
"I don't think that men need to, as you say, ""get in the gym"". I think men just need to be men. And women just need to be women. It's not a competition, just be who you are.

",woman,concept,2,Top>Person,,2,"women, women",5eb64faa83
"Wife walks into a lawyers office and says she wants a divorce. Lawyer says, ok here's what you need to do in order to reap the most alimony, and for at least six months. Make him breakfast and dinner every day. Press his clothes. Meet him at the door coming home from work, and cater to his every need and demand being overly attentive. She agrees.

Six months later she went back to the office, lawyer asks if she's ready ~ to which she replied No Way! I would never divorce such a perfect man and I've never been more happy in my life!

There's a moral to this story.",No Way,entity,1,Top>Location>Address,,1,No Way,__18126354682067303718
"Wife walks into a lawyers office and says she wants a divorce. Lawyer says, ok here's what you need to do in order to reap the most alimony, and for at least six months. Make him breakfast and dinner every day. Press his clothes. Meet him at the door coming home from work, and cater to his every need and demand being overly attentive. She agrees.

Six months later she went back to the office, lawyer asks if she's ready ~ to which she replied No Way! I would never divorce such a perfect man and I've never been more happy in my life!

There's a moral to this story.",lawyer,concept,1,Top>OtherEntity>Title,Top>SocialSciences>Law,3,"lawyers, Lawyer, lawyer",cf0813dcb7
"Wife walks into a lawyers office and says she wants a divorce. Lawyer says, ok here's what you need to do in order to reap the most alimony, and for at least six months. Make him breakfast and dinner every day. Press his clothes. Meet him at the door coming home from work, and cater to his every need and demand being overly attentive. She agrees.

Six months later she went back to the office, lawyer asks if she's ready ~ to which she replied No Way! I would never divorce such a perfect man and I've never been more happy in my life!

There's a moral to this story.",Six months later,time expression,1,,,,Six months later,-
"Wife walks into a lawyers office and says she wants a divorce. Lawyer says, ok here's what you need to do in order to reap the most alimony, and for at least six months. Make him breakfast and dinner every day. Press his clothes. Meet him at the door coming home from work, and cater to his every need and demand being overly attentive. She agrees.

Six months later she went back to the office, lawyer asks if she's ready ~ to which she replied No Way! I would never divorce such a perfect man and I've never been more happy in my life!

There's a moral to this story.",at least six months,quantity expression,1,,,,at least six months,-
"Wife walks into a lawyers office and says she wants a divorce. Lawyer says, ok here's what you need to do in order to reap the most alimony, and for at least six months. Make him breakfast and dinner every day. Press his clothes. Meet him at the door coming home from work, and cater to his every need and demand being overly attentive. She agrees.

Six months later she went back to the office, lawyer asks if she's ready ~ to which she replied No Way! I would never divorce such a perfect man and I've never been more happy in my life!

There's a moral to this story.",Six months later,quantity expression,2,,,,Six months later,-
"Women are losing there virginity for stupid reasons, then being alone in their last 50-60 yrs. They should sell it for 5 million bucks to a guy and possibly marry him and have his children and be happy for her life, but whatever.",woman,concept,1,Top>Person,,1,Women,5eb64faa83
"Women are losing there virginity for stupid reasons, then being alone in their last 50-60 yrs. They should sell it for 5 million bucks to a guy and possibly marry him and have his children and be happy for her life, but whatever.",guy,concept,2,Top>Person,,1,guy,892278f516
"Women are losing there virginity for stupid reasons, then being alone in their last 50-60 yrs. They should sell it for 5 million bucks to a guy and possibly marry him and have his children and be happy for her life, but whatever.",child,concept,3,Top>Person,,1,children,88b99f4a4d
"Women are losing there virginity for stupid reasons, then being alone in their last 50-60 yrs. They should sell it for 5 million bucks to a guy and possibly marry him and have his children and be happy for her life, but whatever.",5 million bucks to a guy,quantity expression,1,,,,5 million bucks to a guy,-
I wouldnt feel bad at all for these ignorant people. if they just sit there and shovel a bunch of garbage into their mind without actually doing their own research they deserve it!,people,concept,1,Top>Person,,1,people,0e4a93483a
I wouldnt feel bad at all for these ignorant people. if they just sit there and shovel a bunch of garbage into their mind without actually doing their own research they deserve it!,garbage,concept,2,Top,Top>NaturalSciences>Ecology,1,garbage,8a8047141c
I wouldnt feel bad at all for these ignorant people. if they just sit there and shovel a bunch of garbage into their mind without actually doing their own research they deserve it!,research,concept,3,Top,,1,research,98a5a66858
"Layah, thank you for not wearing fake eyelashes. It brings credibility to you.",Layah,entity,1,Top,,1,Layah,__11649134616731465916
"Problem With Modern Women. Major problem is that in today's society, modern women is that they are lazy and are not dating enough in develop the proper people skills when determining how to find the right man. Instead, they rely on phony characteristics such as wealth, fame, status and power as factors instead of compatibility.",woman,concept,1,Top>Person,,2,"Women, women",5eb64faa83
"Problem With Modern Women. Major problem is that in today's society, modern women is that they are lazy and are not dating enough in develop the proper people skills when determining how to find the right man. Instead, they rely on phony characteristics such as wealth, fame, status and power as factors instead of compatibility.",people skills,concept,2,Top,,1,people skills,359966580c
"Problem With Modern Women. Major problem is that in today's society, modern women is that they are lazy and are not dating enough in develop the proper people skills when determining how to find the right man. Instead, they rely on phony characteristics such as wealth, fame, status and power as factors instead of compatibility.",today,time expression,1,,,,today,-
Who is Andrew Tate? I just can't follow this show. 😕,Andrew Tate,entity,1,Top>Person>FullName,,1,Andrew Tate,__15876741366987976049
"The more I hear them talk, the more I think ""social Darwinism"". Survival of the fittest. The weak be damned. This is a problem in our society on both sides. Hear me out. Both sides traffic in what I have heard called ""blank slate theory"". It basically means, we all start out a blank slate and we can do anything we put our minds to. The world is your oyster. The left's version: We're all a blank slate. So any difference in outcome must AUTOMATICALLY be attributed to externalities. Systems of oppression is the latest one. Regardless, it is NEVER the individual and ALWAYS the externality. The right's version: We're all a blank slate. So any difference in outcomes must AUTOMATICALLY be attributed to the individual. You are lazy. You are weak. You make excuses. You are entitled and spoiled. Mental illness is just an excuse. You weren't (as the guest said) willing or able to ""put in the work"" to be the alpha, confident prototype man they are describing. Never the externalities. ALWAYS the individuals fault except in the rarest of cases like birth defects or severe trauma, illness or injury outside of your control. The problem is they are BOTH RIGHT...SOMETIMES. But it is the times when they are wrong that does damage to people who are either legitimately impaired by mental illness or are actually being legitimately disenfranchised by a person, persons or systems gone wrong. That number grows and grows until you have what we see in society. Chaos. A breakdown of what used to work. Late capitalism the left calls it. Oligarchic, corporatist totalitarian fascism is what say. Not every man OR woman has the capacity to do or be what these two are talking about. And it is almost like they are describing people unworthy of love and companionship because they are ""less than"" or ""unworthy"". Gee, I wonder why some people hate conservatives. Shocking. And yes I could say the EXACT same thing about the left for different reasons. The reason they are hated is well-earned too.",Gee,entity,1,Top>Person>FirstName,,1,Gee,4227a071cb
"The more I hear them talk, the more I think ""social Darwinism"". Survival of the fittest. The weak be damned. This is a problem in our society on both sides. Hear me out. Both sides traffic in what I have heard called ""blank slate theory"". It basically means, we all start out a blank slate and we can do anything we put our minds to. The world is your oyster. The left's version: We're all a blank slate. So any difference in outcome must AUTOMATICALLY be attributed to externalities. Systems of oppression is the latest one. Regardless, it is NEVER the individual and ALWAYS the externality. The right's version: We're all a blank slate. So any difference in outcomes must AUTOMATICALLY be attributed to the individual. You are lazy. You are weak. You make excuses. You are entitled and spoiled. Mental illness is just an excuse. You weren't (as the guest said) willing or able to ""put in the work"" to be the alpha, confident prototype man they are describing. Never the externalities. ALWAYS the individuals fault except in the rarest of cases like birth defects or severe trauma, illness or injury outside of your control. The problem is they are BOTH RIGHT...SOMETIMES. But it is the times when they are wrong that does damage to people who are either legitimately impaired by mental illness or are actually being legitimately disenfranchised by a person, persons or systems gone wrong. That number grows and grows until you have what we see in society. Chaos. A breakdown of what used to work. Late capitalism the left calls it. Oligarchic, corporatist totalitarian fascism is what say. Not every man OR woman has the capacity to do or be what these two are talking about. And it is almost like they are describing people unworthy of love and companionship because they are ""less than"" or ""unworthy"". Gee, I wonder why some people hate conservatives. Shocking. And yes I could say the EXACT same thing about the left for different reasons. The reason they are hated is well-earned too.",blackboard,concept,1,Top>Product,,4,"slate, slate, slate, slate",7cc071e691
"The more I hear them talk, the more I think ""social Darwinism"". Survival of the fittest. The weak be damned. This is a problem in our society on both sides. Hear me out. Both sides traffic in what I have heard called ""blank slate theory"". It basically means, we all start out a blank slate and we can do anything we put our minds to. The world is your oyster. The left's version: We're all a blank slate. So any difference in outcome must AUTOMATICALLY be attributed to externalities. Systems of oppression is the latest one. Regardless, it is NEVER the individual and ALWAYS the externality. The right's version: We're all a blank slate. So any difference in outcomes must AUTOMATICALLY be attributed to the individual. You are lazy. You are weak. You make excuses. You are entitled and spoiled. Mental illness is just an excuse. You weren't (as the guest said) willing or able to ""put in the work"" to be the alpha, confident prototype man they are describing. Never the externalities. ALWAYS the individuals fault except in the rarest of cases like birth defects or severe trauma, illness or injury outside of your control. The problem is they are BOTH RIGHT...SOMETIMES. But it is the times when they are wrong that does damage to people who are either legitimately impaired by mental illness or are actually being legitimately disenfranchised by a person, persons or systems gone wrong. That number grows and grows until you have what we see in society. Chaos. A breakdown of what used to work. Late capitalism the left calls it. Oligarchic, corporatist totalitarian fascism is what say. Not every man OR woman has the capacity to do or be what these two are talking about. And it is almost like they are describing people unworthy of love and companionship because they are ""less than"" or ""unworthy"". Gee, I wonder why some people hate conservatives. Shocking. And yes I could say the EXACT same thing about the left for different reasons. The reason they are hated is well-earned too.",externality,concept,2,Top,Top>SocialSciences>Economy,3,"externalities, externality, externalities",eb7b7fd088
